Dissolved_Oxygen,salinities,Aquatic_Environment
13.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
0.5,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.5,3.4,unknown
3.9,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
8.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16.1,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
13.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
19.7,3.4,unknown
1.5,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
0.4,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
18.3,3.4,unknown
16.1,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
4.8,3.4,unknown
13.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16.9,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
2.5,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.4,3.4,unknown
5.2,14.4,"Low Oxygen, Medium Salinity Lake (Fish: Guppy, Perch, Goby)"
1,3.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
18.7,32.2,unknown
18.4,12.2,unknown
7.3,15.4,"Low Oxygen, Medium Salinity Lake (Fish: Guppy, Perch, Goby)"
19.8,55.0,unknown
12.7,39.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.4,20.3,unknown
10.6,18.3,"Moderate Oxygen, Brackish Lagoon (Fish: Sea Trout, Striped Bass, Tilapia)"
19.3,3.4,unknown
10.1,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.4,4.2,unknown
4.4,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
2.1,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.7,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3.2,4.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
7.3,3.8,unknown
17.4,4.2,unknown
18.6,3.8,unknown
2.8,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.9,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
19.7,3.4,unknown
1.9,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
5.8,4.2,unknown
1.7,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.1,4.2,unknown
8.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
15.6,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
2.4,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
9.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.7,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
10,2.1,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.3,2.4,unknown
19.2,2.1,unknown
14.1,1.9,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
14.5,2.7,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
2.8,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.8,3.4,unknown
19.3,3.8,unknown
14.5,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
6.5,2.1,unknown
14.1,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
0.9,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
11.7,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
0.9,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.4,2.1,unknown
1.2,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
0.7,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
13,2.7,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3.8,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
9.3,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.9,2.7,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.8,1.9,unknown
8.5,2.1,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.4,1.9,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,1.9,unknown
6.3,2.1,unknown
2.9,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
7.5,1.9,unknown
6.7,2.1,unknown
4,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
9.8,1.9,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.7,3.4,unknown
17,1.9,unknown
7.3,2.1,unknown
16,2.7,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
7.8,2.1,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3.9,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
18.5,1.6,unknown
13.8,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.9,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
20,1.5,unknown
12.9,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.2,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
16.3,1.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
3.1,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
4.4,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
9,1.6,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16.5,1.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
0.9,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
4.4,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
13.7,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.6,1.3,unknown
5,1.3,unknown
3.2,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
15.6,1.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
14.6,1.3,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
7.9,1.3,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.4,1.6,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
5.7,2.1,unknown
7.7,1.3,unknown
12.3,1.3,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.4,1.3,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,1.3,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.8,1.3,unknown
6.9,1.3,unknown
14.5,1.3,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
7.7,3.4,unknown
8.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3.3,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
15.3,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
2.9,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.7,3.4,unknown
17.3,3.8,unknown
12.6,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16.4,4.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10.4,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7.3,4.2,unknown
0.9,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
15.1,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
6,3.4,unknown
11.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16.4,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
0.8,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
19.9,3.8,unknown
13.1,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
17.8,3.4,unknown
15.5,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
14.5,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10.2,1.9,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,2.1,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.1,2.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
5.2,2.1,unknown
2,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
1.6,2.7,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
18.7,4.2,unknown
12.7,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.8,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.5,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.6,2.1,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
15.3,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
13.5,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.8,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
8,1.9,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.6,2.1,unknown
17.7,3.4,unknown
6.3,1.9,unknown
5.2,1.9,unknown
1.6,2.7,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
16.1,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
3.7,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
15.2,2.7,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
2.3,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.8,2.1,unknown
17.3,1.9,unknown
4,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
10,2.1,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5.5,1.9,unknown
9.8,1.9,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
15.6,2.1,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
1.7,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.8,1.9,unknown
11.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
17.1,1.9,unknown
7.3,2.1,unknown
12.3,2.7,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,2.1,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.9,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13,1.6,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
17.8,1.5,unknown
18.8,1.5,unknown
4.2,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
15.3,1.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
18.7,1.5,unknown
3.1,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.3,1.5,unknown
7.3,1.9,unknown
2.8,1.6,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.1,1.5,unknown
6,1.5,unknown
15.1,1.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
3.4,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
16.4,1.3,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
15,1.3,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
3.6,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
3,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
7.5,1.3,unknown
14.9,1.3,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
8.5,1.6,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.9,2.1,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
13.2,1.3,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,1.3,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
19.4,1.3,unknown
17.2,1.3,unknown
0.2,1.3,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.7,1.3,unknown
18.6,1.3,unknown
12.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3.1,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
16.4,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
12.9,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.1,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
18.1,3.4,unknown
19.7,3.8,unknown
16.9,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
5.1,4.5,unknown
17.8,3.8,unknown
17.8,4.2,unknown
19.5,3.8,unknown
18,3.4,unknown
16.3,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.2,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
19.6,3.4,unknown
0.9,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
11.9,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
2,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
13.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16.3,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
3.3,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
11.3,1.9,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.1,2.1,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.4,2.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
5.9,2.1,unknown
14.5,1.9,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
7.5,2.7,unknown
14.5,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
16.2,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
3.9,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.9,4.2,unknown
7.2,2.1,unknown
7.2,4.2,unknown
1.4,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
14.4,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
6.8,1.9,unknown
6.3,2.1,unknown
4,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
14.3,1.9,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
18.3,2.7,unknown
3,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
2.5,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
1.3,2.7,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.1,1.9,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5.1,2.1,unknown
10.6,1.9,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
19.9,1.9,unknown
17.8,2.1,unknown
3.3,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
7.7,1.9,unknown
13.6,2.1,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
17.6,1.5,unknown
6.8,1.9,unknown
10.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
14.9,1.9,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
14.6,2.1,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
16.8,1.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
9.4,1.6,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.6,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.7,1.5,unknown
8.3,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,1.5,unknown
12.3,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.6,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.7,1.5,unknown
5.7,1.9,unknown
9,1.6,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.3,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
14.2,1.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
18.4,1.5,unknown
19.5,1.5,unknown
3.7,1.3,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
4,1.3,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
10.8,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.2,1.5,unknown
19.4,1.3,unknown
6.3,1.3,unknown
2.2,1.6,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
3.4,2.1,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
7.2,1.3,unknown
15.9,1.3,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
4.9,1.3,unknown
17.6,1.3,unknown
16.2,1.3,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
11.7,1.3,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.1,1.3,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
15.5,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
16,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
14.5,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
14.4,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
6.4,3.4,unknown
18.2,2.1,unknown
3.9,2.1,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
18,1.9,unknown
0.6,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
16.1,1.9,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
0.4,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
14.5,1.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
12.1,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.5,1.6,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.2,1.3,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.1,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.7,3.4,unknown
17.7,3.4,unknown
19.9,3.4,unknown
6.9,2.1,unknown
11.8,1.6,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.3,2.1,unknown
8.8,1.9,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.8,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
16.8,1.9,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
4.8,1.6,unknown
6.6,1.6,unknown
16.3,1.6,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
3.7,1.6,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
14.3,1.6,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
1.5,1.6,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.1,1.6,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
17.6,3.4,unknown
11.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
17.2,2.1,unknown
17.7,2.1,unknown
3.3,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
4.4,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
3,1.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
10.7,1.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.4,1.5,unknown
3.1,1.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
4.8,1.6,unknown
19,1.3,unknown
18.9,17.3,unknown
0.7,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.6,21.8,unknown
15.6,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10.3,20.6,unknown
6.3,3.8,unknown
8.3,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5,3.8,unknown
2.2,4.9,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
11.7,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3.3,4.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.4,3.4,unknown
18,3.4,unknown
2.6,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.4,3.4,unknown
4.3,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
15.8,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
18.6,3.4,unknown
18.4,3.4,unknown
6.9,3.4,unknown
17.2,3.4,unknown
7.6,3.4,unknown
4.2,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.9,3.4,unknown
5.3,3.4,unknown
9.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.4,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.1,3.4,unknown
1,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.5,3.4,unknown
15.1,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
13,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16.8,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7.3,3.4,unknown
14.9,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
15.6,53.4,"High Oxygen, Hypersaline Sea (Fish: Brine Shrimp, Saltwater Tilapia)"
19,11.8,unknown
16.2,5.3,unknown
1.3,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
15.9,3.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
4.7,3.2,unknown
4.4,3.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
18,3.2,unknown
0.8,3.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
