air_temp,aerosols,Land_Type
-2.6,3.603994697,Unknown
-5.2,1.97306393,Unknown
-5.6,1.023680593,Unknown
3.4,1.323878426,Integrated Mountain Ecosystem Management
2.8,3.498874701,Unknown
-5.8,1.588706257,Unknown
-5.3,3.494063027,Unknown
-6.0,1.705135043,Unknown
-6.4,3.298883793,Unknown
2.4,3.104624299,Unknown
-5.1,2.956717626,Unknown
3.4,0.67150915,High-Altitude Glacier Protection
-6.4,3.513697984,Unknown
3.6,0.572447791,High-Altitude Glacier Protection
-5.0,2.025236757,Unknown
4.2,3.550289593,Unknown
-6.3,1.022513439,Unknown
-4.8,0.627668743,Unknown
-4.7,2.903427911,Unknown
-4.4,2.915940138,Unknown
3.9,2.125763168,Unknown
-5.8,2.053198338,Unknown
0.2,1.464180231,Integrated Mountain Ecosystem Management
4.1,1.476312606,Integrated Mountain Ecosystem Management
1.4,1.544149478,Integrated Mountain Ecosystem Management
-4.3,0.562807994,Unknown
-5.8,0.51310423,Unknown
-6.3,0.84546858,Unknown
-6.3,3.25901141,Unknown
-3.1,2.918657686,Unknown
-5.6,0.568667646,Unknown
1.6,0.325999658,High-Altitude Glacier Protection
-6.0,3.563708676,Unknown
4.2,0.067440914,High-Altitude Glacier Protection
-5.4,2.067171259,Unknown
-3.7,2.577832563,Unknown
-2.4,2.455183577,Unknown
-5.7,0.51689014,Unknown
-5.8,1.759638705,Unknown
0.9,0.079193589,High-Altitude Glacier Protection
-6.2,3.589383915,Unknown
-3.6,1.430674301,Unknown
4.2,0.429200316,High-Altitude Glacier Protection
-6.1,0.194661628,Unknown
1.8,0.844783584,High-Altitude Glacier Protection
-6.4,3.468315332,Unknown
-6.3,0.607810341,Unknown
4.3,2.851021518,Unknown
-6.4,0.139714794,Unknown
-6.2,3.50618189,Unknown
2.5,2.668193978,Unknown
-6.1,0.041249136,Unknown
-0.8,3.022914535,Unknown
-1.7,2.368898887,Unknown
4.3,0.813255257,High-Altitude Glacier Protection
-3.8,2.964716266,Unknown
-5.8,1.278404033,Unknown
4.3,0.238097888,High-Altitude Glacier Protection
-5.4,0.769703166,Unknown
-5.4,0.631379587,Unknown
-4.1,0.240094031,Unknown
3.2,3.612073047,Unknown
3.3,1.507188624,Integrated Mountain Ecosystem Management
-6.2,3.5037832,Unknown
3.3,3.323238132,Unknown
3.6,3.548525592,Unknown
-5.4,2.698487351,Unknown
-6.3,0.327204501,Unknown
-5.3,1.618943623,Unknown
-6.4,0.754199566,Unknown
-0.9,0.303413406,Unknown
-4.2,1.789756259,Unknown
3.8,0.186140831,High-Altitude Glacier Protection
-5.8,1.096965229,Unknown
-3.9,2.837120293,Unknown
-5.9,3.628746387,Unknown
-0.4,2.325543049,Unknown
4.3,1.501945413,Integrated Mountain Ecosystem Management
-6.4,0.543883795,Unknown
2.7,0.070504617,High-Altitude Glacier Protection
3.3,2.538919488,Unknown
4.7,2.031785471,Unknown
2.9,1.255282902,Integrated Mountain Ecosystem Management
4.5,3.159900799,Unknown
2.9,3.51070262,Unknown
4.6,2.505209552,Unknown
2.9,0.856296447,High-Altitude Glacier Protection
3.2,1.710817104,Integrated Mountain Ecosystem Management
4.7,0.414044114,High-Altitude Glacier Protection
2.9,3.655204223,Unknown
2.6,0.138489382,High-Altitude Glacier Protection
3.0,3.185578682,Unknown
4.0,1.450448616,Integrated Mountain Ecosystem Management
4.5,2.134001159,Unknown
3.7,1.277435858,Integrated Mountain Ecosystem Management
4.4,0.703702343,High-Altitude Glacier Protection
3.9,1.650139603,Integrated Mountain Ecosystem Management
2.9,2.759252722,Unknown
3.9,0.135987156,High-Altitude Glacier Protection
2.4,2.920364017,Unknown
2.7,0.696640486,High-Altitude Glacier Protection
3.0,2.832304578,Unknown
4.4,3.500012299,Unknown
4.1,3.541153701,Unknown
4.2,1.094446047,Integrated Mountain Ecosystem Management
4.4,1.931009595,Integrated Mountain Ecosystem Management
2.4,2.799391326,Unknown
3.3,2.549040915,Unknown
4.7,2.137998422,Unknown
3.2,2.02210126,Unknown
4.8,0.162886566,High-Altitude Glacier Protection
2.3,2.111603915,Unknown
3.3,1.158775144,Integrated Mountain Ecosystem Management
2.9,0.664816649,High-Altitude Glacier Protection
3.0,1.032539728,Integrated Mountain Ecosystem Management
2.4,1.930353779,Integrated Mountain Ecosystem Management
2.9,1.001633596,Integrated Mountain Ecosystem Management
2.5,1.084327448,Integrated Mountain Ecosystem Management
4.3,2.529728197,Unknown
4.4,3.60547112,Unknown
4.7,2.462001365,Unknown
3.1,1.017402768,Integrated Mountain Ecosystem Management
4.3,3.195575903,Unknown
3.1,0.846004326,High-Altitude Glacier Protection
4.7,0.843044015,High-Altitude Glacier Protection
3.1,2.147796063,Unknown
2.9,1.113333204,Integrated Mountain Ecosystem Management
4.6,3.056882255,Unknown
3.1,2.551998251,Unknown
4.3,1.337983755,Integrated Mountain Ecosystem Management
2.6,1.614633455,Integrated Mountain Ecosystem Management
3.1,2.797381528,Unknown
3.6,1.9713412,Integrated Mountain Ecosystem Management
4.3,2.10029313,Unknown
4.3,3.376933697,Unknown
2.8,0.968539708,High-Altitude Glacier Protection
3.8,1.466137903,Integrated Mountain Ecosystem Management
3.2,1.181765666,Integrated Mountain Ecosystem Management
3.3,3.338464264,Unknown
4.5,3.381531007,Unknown
4.7,2.886565333,Unknown
3.3,0.518140669,High-Altitude Glacier Protection
4.6,1.08026014,Integrated Mountain Ecosystem Management
3.0,1.26622887,Integrated Mountain Ecosystem Management
4.3,0.141074942,High-Altitude Glacier Protection
4.3,1.528961964,Integrated Mountain Ecosystem Management
4.7,2.00179987,Unknown
3.1,3.642408463,Unknown
4.7,3.392099016,Unknown
2.9,2.565760625,Unknown
2.9,2.874931804,Unknown
3.0,2.646735562,Unknown
3.2,1.47162853,Integrated Mountain Ecosystem Management
2.9,2.950317041,Unknown
4.4,0.027114997,High-Altitude Glacier Protection
2.3,1.824231689,Integrated Mountain Ecosystem Management
4.7,0.521061925,High-Altitude Glacier Protection
3.3,2.461562187,Unknown
2.4,1.304032862,Integrated Mountain Ecosystem Management
3.3,1.366088622,Integrated Mountain Ecosystem Management
2.8,0.570096368,High-Altitude Glacier Protection
4.7,2.227149278,Unknown
4.4,1.21380979,Integrated Mountain Ecosystem Management
3.1,1.436503187,Integrated Mountain Ecosystem Management
3.4,0.282279338,High-Altitude Glacier Protection
2.8,0.67511852,High-Altitude Glacier Protection
3.1,0.684077796,High-Altitude Glacier Protection
4.3,2.055523501,Unknown
4.5,2.938416595,Unknown
3.0,0.929128081,High-Altitude Glacier Protection
3.3,1.743125261,Integrated Mountain Ecosystem Management
4.3,2.829845005,Unknown
3.3,0.296002787,High-Altitude Glacier Protection
2.9,1.644603393,Integrated Mountain Ecosystem Management
4.6,0.549690935,High-Altitude Glacier Protection
0.6,2.68466193,Unknown
3.3,2.276550165,Unknown
3.9,1.724644967,Integrated Mountain Ecosystem Management
0.9,2.999743649,Unknown
3.9,1.735506535,Integrated Mountain Ecosystem Management
0.7,2.013555971,Unknown
3.0,1.582376604,Integrated Mountain Ecosystem Management
4.1,3.212095764,Unknown
2.2,2.156992324,Unknown
4.5,2.960072688,Unknown
3.9,1.746952007,Integrated Mountain Ecosystem Management
1.4,2.08170126,Unknown
4.7,2.771815456,Unknown
2.5,0.648978014,High-Altitude Glacier Protection
0.7,2.525579431,Unknown
3.9,3.200635174,Unknown
1.6,0.198694224,High-Altitude Glacier Protection
1.1,2.661345229,Unknown
2.2,2.773886884,Unknown
3.9,0.838904842,High-Altitude Glacier Protection
2.1,3.210280009,Unknown
3.9,2.919849108,Unknown
2.7,0.074558374,High-Altitude Glacier Protection
2.1,1.202619075,Integrated Mountain Ecosystem Management
1.8,3.116256884,Unknown
1.9,1.39721411,Integrated Mountain Ecosystem Management
2.2,2.813694442,Unknown
4.7,0.43371187,High-Altitude Glacier Protection
1.7,3.135804092,Unknown
1.9,2.775826984,Unknown
1.5,0.118317562,High-Altitude Glacier Protection
4.8,0.945613117,High-Altitude Glacier Protection
3.8,2.865159533,Unknown
0.7,2.754903345,Unknown
2.5,3.546068661,Unknown
0.7,1.390729828,Integrated Mountain Ecosystem Management
3.6,1.690444318,Integrated Mountain Ecosystem Management
3.6,3.244495786,Unknown
1.9,2.292139386,Unknown
3.9,2.617830285,Unknown
0.6,3.494178846,Unknown
0.8,2.850240378,Unknown
2.1,1.068686126,Integrated Mountain Ecosystem Management
2.2,1.859271446,Integrated Mountain Ecosystem Management
4.4,0.090955093,High-Altitude Glacier Protection
1.9,2.392569818,Unknown
3.9,2.590395407,Unknown
0.7,0.477520872,High-Altitude Glacier Protection
2.5,3.441154467,Unknown
0.9,1.532667572,Integrated Mountain Ecosystem Management
3.2,1.745235855,Integrated Mountain Ecosystem Management
2.1,3.35030806,Unknown
2.4,2.350669274,Unknown
4.6,3.632518829,Unknown
2.3,2.894097469,Unknown
0.8,3.632569269,Unknown
2.6,1.529887925,Integrated Mountain Ecosystem Management
2.3,1.633232063,Integrated Mountain Ecosystem Management
1.3,0.198283108,High-Altitude Glacier Protection
2.2,2.043857001,Unknown
4.1,3.190066258,Unknown
3.8,2.615159597,Unknown
1.8,1.569100341,Integrated Mountain Ecosystem Management
0.8,1.839793635,Integrated Mountain Ecosystem Management
0.7,1.313233336,Integrated Mountain Ecosystem Management
4.1,3.30483198,Unknown
2.4,2.657638862,Unknown
3.1,2.902801559,Unknown
3.5,1.4870581,Integrated Mountain Ecosystem Management
3.7,1.469699335,Integrated Mountain Ecosystem Management
0.7,3.190197598,Unknown
3.3,1.630203092,Integrated Mountain Ecosystem Management
0.7,2.40684189,Unknown
2.3,2.308616984,Unknown
3.3,3.260666801,Unknown
2.1,3.601558282,Unknown
0.8,2.528746134,Unknown
2.6,0.290482029,High-Altitude Glacier Protection
4.3,0.409442539,High-Altitude Glacier Protection
0.7,1.817713654,Integrated Mountain Ecosystem Management
0.8,0.933055353,High-Altitude Glacier Protection
4.4,3.134814825,Unknown
2.8,0.782928294,High-Altitude Glacier Protection
0.7,0.658283779,High-Altitude Glacier Protection
3.4,0.507307979,High-Altitude Glacier Protection
4.2,3.205601413,Unknown
1.4,1.998128092,Integrated Mountain Ecosystem Management
1.9,2.286372147,Unknown
2.8,1.694320452,Integrated Mountain Ecosystem Management
3.2,0.26033931,High-Altitude Glacier Protection
3.9,3.386788627,Unknown
0.9,2.279004516,Unknown
3.4,0.41854289,High-Altitude Glacier Protection
4.3,1.563498974,Integrated Mountain Ecosystem Management
1.1,0.0943526,High-Altitude Glacier Protection
2.7,1.523000965,Integrated Mountain Ecosystem Management
5.1,3.279620184,Unknown
10.5,1.749922392,Wetland Carbon Sink Restoration
10.6,1.850301335,Wetland Carbon Sink Restoration
4.8,1.537703108,Integrated Mountain Ecosystem Management
10.2,1.654389224,Wetland Carbon Sink Restoration
8.9,2.527993196,Unknown
9.1,3.295059437,Unknown
8.2,2.974349704,Unknown
7.7,0.751324157,Unknown
10.0,0.262795251,Unknown
10.7,1.410296962,Wetland Carbon Sink Restoration
9.8,3.173952303,Unknown
9.9,2.514405115,Unknown
9.8,0.551668608,Unknown
9.6,0.776925661,Unknown
5.1,0.456045948,Unknown
5.4,2.739466554,Unknown
10.5,2.800544608,Wetland Carbon Sink Restoration
10.0,1.54939378,Wetland Carbon Sink Restoration
5.6,2.437516811,Unknown
9.1,1.886281879,Integrated Mountain Ecosystem Management
7.0,1.92085273,Integrated Mountain Ecosystem Management
5.2,0.398808353,Unknown
5.2,3.4056109,Unknown
7.4,2.674960584,Unknown
10.6,3.018664921,Unknown
7.3,3.195047334,Unknown
9.1,3.021343983,Unknown
9.0,0.14092891,Unknown
8.9,0.038478609,Unknown
4.9,2.222620845,Unknown
8.8,3.125040012,Unknown
10.6,0.662817119,Unknown
6.6,1.511557654,Integrated Mountain Ecosystem Management
8.6,2.171342989,Unknown
5.0,1.005127608,Integrated Mountain Ecosystem Management
8.8,0.311237773,Unknown
10.6,2.784053819,Wetland Carbon Sink Restoration
4.8,0.751375513,High-Altitude Glacier Protection
8.8,2.932813663,Unknown
8.4,0.868513906,Unknown
10.7,0.45215255,Unknown
10.8,0.049656597,Unknown
6.4,1.266433771,Integrated Mountain Ecosystem Management
5.3,2.918012539,Unknown
10.6,0.390149193,Unknown
9.0,0.309815633,Unknown
4.9,0.74114319,High-Altitude Glacier Protection
7.1,3.306960822,Unknown
9.2,1.436873719,Integrated Mountain Ecosystem Management
5.3,2.67338484,Unknown
9.7,2.892270489,Unknown
7.4,3.13032597,Unknown
5.4,2.021083605,Unknown
9.5,2.605701133,Unknown
5.4,3.223847434,Unknown
5.1,2.032855087,Unknown
5.3,0.446006033,Unknown
10.6,3.578933686,Unknown
10.7,3.305070767,Unknown
5.4,3.619817189,Unknown
10.5,2.243293988,Wetland Carbon Sink Restoration
10.4,0.727493347,Unknown
7.8,2.641505631,Unknown
4.8,2.223608559,Unknown
10.4,0.271364978,Unknown
8.8,1.792878697,Integrated Mountain Ecosystem Management
10.4,3.155913669,Unknown
7.9,1.610879541,Integrated Mountain Ecosystem Management
8.6,0.294939733,Unknown
9.9,1.21093329,Integrated Mountain Ecosystem Management
10.1,1.177281062,Wetland Carbon Sink Restoration
8.2,2.094054182,Unknown
9.5,2.063242844,Unknown
10.6,1.944341577,Wetland Carbon Sink Restoration
5.9,0.573636839,Unknown
10.7,1.580785424,Wetland Carbon Sink Restoration
5.2,2.71908414,Unknown
10.5,3.651936047,Unknown
10.6,3.395111475,Unknown
10.5,0.78041232,Unknown
5.1,3.02102127,Unknown
7.1,2.217761186,Unknown
6.4,3.408617198,Unknown
10.6,1.69555813,Wetland Carbon Sink Restoration
8.9,0.582120891,Unknown
8.6,3.201518933,Unknown
6.8,2.841361527,Unknown
9.3,2.850614534,Unknown
5.1,0.795923707,Unknown
10.6,0.549793332,Unknown
9.4,2.257201004,Unknown
6.8,0.069016114,Unknown
6.0,0.112491295,Unknown
10.5,0.625288132,Unknown
10.6,2.513000273,Wetland Carbon Sink Restoration
5.6,1.607318298,Integrated Mountain Ecosystem Management
6.2,3.17397828,Unknown
5.6,2.796250698,Unknown
5.6,0.111380245,Unknown
6.3,2.202189455,Unknown
5.8,2.469965656,Unknown
6.0,0.137897375,Unknown
6.3,3.263485336,Unknown
5.7,0.187283858,Unknown
5.6,0.912219662,Unknown
6.2,1.09427634,Integrated Mountain Ecosystem Management
6.1,0.675067908,Unknown
5.6,3.393373109,Unknown
5.8,1.150488097,Integrated Mountain Ecosystem Management
5.9,0.577974038,Unknown
5.6,2.485459665,Unknown
5.8,0.620454036,Unknown
5.8,0.187322694,Unknown
5.5,0.597620176,Unknown
6.1,3.425698425,Unknown
6.0,1.760844947,Integrated Mountain Ecosystem Management
3.6,3.423744709,Unknown
4.2,1.617865257,Integrated Mountain Ecosystem Management
4.9,3.376560414,Unknown
3.4,0.534753924,High-Altitude Glacier Protection
4.4,0.308885985,High-Altitude Glacier Protection
3.3,3.500731088,Unknown
4.8,1.883849101,Integrated Mountain Ecosystem Management
4.2,0.18967135,High-Altitude Glacier Protection
2.3,2.73082895,Unknown
3.2,2.073991174,Unknown
2.7,3.51551062,Unknown
2.4,2.690352783,Unknown
4.2,2.083239781,Unknown
2.5,2.069046959,Unknown
2.4,1.630475456,Integrated Mountain Ecosystem Management
4.7,1.582028648,Integrated Mountain Ecosystem Management
2.6,3.621166668,Unknown
2.7,3.34844079,Unknown
2.4,0.892903947,High-Altitude Glacier Protection
4.5,2.627193034,Unknown
2.5,1.145593477,Integrated Mountain Ecosystem Management
4.7,0.234275351,High-Altitude Glacier Protection
2.9,0.020643778,High-Altitude Glacier Protection
3.2,2.186793289,Unknown
3.0,2.641486438,Unknown
3.6,2.925937502,Unknown
4.4,0.597206804,High-Altitude Glacier Protection
2.7,2.555795049,Unknown
3.6,2.025135671,Unknown
3.0,1.646126667,Integrated Mountain Ecosystem Management
2.4,1.098127041,Integrated Mountain Ecosystem Management
4.4,3.004940292,Unknown
2.6,0.154092151,High-Altitude Glacier Protection
3.1,2.792315105,Unknown
3.4,0.746910007,High-Altitude Glacier Protection
3.8,1.689227397,Integrated Mountain Ecosystem Management
2.6,0.289354497,High-Altitude Glacier Protection
2.9,0.664146247,High-Altitude Glacier Protection
4.2,1.802025461,Integrated Mountain Ecosystem Management
3.7,2.267814063,Unknown
4.1,1.604240324,Integrated Mountain Ecosystem Management
2.7,0.216685411,High-Altitude Glacier Protection
2.4,1.917182312,Integrated Mountain Ecosystem Management
4.4,0.591502869,High-Altitude Glacier Protection
2.6,1.722877803,Integrated Mountain Ecosystem Management
4.8,1.486734697,Integrated Mountain Ecosystem Management
4.4,2.107772521,Unknown
2.4,1.258640416,Integrated Mountain Ecosystem Management
3.1,2.570401941,Unknown
3.6,1.730735104,Integrated Mountain Ecosystem Management
3.7,1.092636736,Integrated Mountain Ecosystem Management
2.8,1.52362313,Integrated Mountain Ecosystem Management
3.1,2.040871773,Unknown
3.8,0.554522446,High-Altitude Glacier Protection
3.3,0.411718167,High-Altitude Glacier Protection
3.6,1.93592092,Integrated Mountain Ecosystem Management
3.6,0.336263209,High-Altitude Glacier Protection
3.0,3.651510342,Unknown
2.5,1.621946998,Integrated Mountain Ecosystem Management
4.2,3.282051784,Unknown
3.9,0.089168531,High-Altitude Glacier Protection
2.4,0.195764381,High-Altitude Glacier Protection
3.8,0.684046617,High-Altitude Glacier Protection
4.4,1.149388631,Integrated Mountain Ecosystem Management
2.5,2.914782206,Unknown
3.5,1.561570559,Integrated Mountain Ecosystem Management
2.9,1.058141406,Integrated Mountain Ecosystem Management
2.9,0.471247,High-Altitude Glacier Protection
2.5,1.998618885,Integrated Mountain Ecosystem Management
2.6,1.021182063,Integrated Mountain Ecosystem Management
3.4,2.77273048,Unknown
3.4,0.571189848,High-Altitude Glacier Protection
4.8,0.199825922,High-Altitude Glacier Protection
3.4,2.56083027,Unknown
4.0,2.223010056,Unknown
2.8,1.836940701,Integrated Mountain Ecosystem Management
2.4,1.99383801,Integrated Mountain Ecosystem Management
3.6,1.749394183,Integrated Mountain Ecosystem Management
3.8,1.560794562,Integrated Mountain Ecosystem Management
3.6,2.987051206,Unknown
3.6,1.71485406,Integrated Mountain Ecosystem Management
4.2,1.559889014,Integrated Mountain Ecosystem Management
3.1,2.330840208,Unknown
3.3,2.440869644,Unknown
3.6,2.766313462,Unknown
3.8,2.644425678,Unknown
3.6,0.220959115,High-Altitude Glacier Protection
3.4,0.179880213,High-Altitude Glacier Protection
2.9,3.093229941,Unknown
3.3,0.380187688,High-Altitude Glacier Protection
3.6,1.209040616,Integrated Mountain Ecosystem Management
3.6,3.428493572,Unknown
3.7,1.919341625,Integrated Mountain Ecosystem Management
2.7,2.809213394,Unknown
3.8,3.500845915,Unknown
3.4,0.958312506,High-Altitude Glacier Protection
3.8,0.757228797,High-Altitude Glacier Protection
3.2,3.401783028,Unknown
3.8,2.868482562,Unknown
3.7,3.043273769,Unknown
3.6,1.09803278,Integrated Mountain Ecosystem Management
3.3,1.511011237,Integrated Mountain Ecosystem Management
3.5,1.557761236,Integrated Mountain Ecosystem Management
3.3,0.11327934,High-Altitude Glacier Protection
3.1,1.715395888,Integrated Mountain Ecosystem Management
3.7,0.973461398,High-Altitude Glacier Protection
3.4,1.433474534,Integrated Mountain Ecosystem Management
3.8,2.276468047,Unknown
3.7,1.936103564,Integrated Mountain Ecosystem Management
3.6,1.764084581,Integrated Mountain Ecosystem Management
3.6,2.906756707,Unknown
3.6,1.767139397,Integrated Mountain Ecosystem Management
3.5,1.685893119,Integrated Mountain Ecosystem Management
3.3,1.190950866,Integrated Mountain Ecosystem Management
3.6,0.885101017,High-Altitude Glacier Protection
3.6,2.662214955,Unknown
3.6,1.516079396,Integrated Mountain Ecosystem Management
3.6,3.242013789,Unknown
4.1,0.433747971,High-Altitude Glacier Protection
3.2,1.411495587,Integrated Mountain Ecosystem Management
3.7,3.537972388,Unknown
3.6,1.441161342,Integrated Mountain Ecosystem Management
3.9,3.037819194,Unknown
3.2,0.672886236,High-Altitude Glacier Protection
3.5,1.210533183,Integrated Mountain Ecosystem Management
3.6,3.496421205,Unknown
3.7,1.860940662,Integrated Mountain Ecosystem Management
3.7,2.843822029,Unknown
3.1,0.415676567,High-Altitude Glacier Protection
3.8,0.620172832,High-Altitude Glacier Protection
3.7,1.277100938,Integrated Mountain Ecosystem Management
3.6,0.703667294,High-Altitude Glacier Protection
3.8,0.069790256,High-Altitude Glacier Protection
3.6,2.241754418,Unknown
2.9,0.374828715,High-Altitude Glacier Protection
3.4,2.640466842,Unknown
3.2,3.476595011,Unknown
3.6,1.364380948,Integrated Mountain Ecosystem Management
3.1,1.972072319,Integrated Mountain Ecosystem Management
3.8,3.485062744,Unknown
3.8,2.856394014,Unknown
3.7,1.881552546,Integrated Mountain Ecosystem Management
3.6,1.953477579,Integrated Mountain Ecosystem Management
3.6,0.740575105,High-Altitude Glacier Protection
3.5,1.668796165,Integrated Mountain Ecosystem Management
2.8,2.227354043,Unknown
2.9,1.952727615,Integrated Mountain Ecosystem Management
2.7,0.283003383,High-Altitude Glacier Protection
3.6,3.462418831,Unknown
3.3,2.423272274,Unknown
4.1,1.105763669,Integrated Mountain Ecosystem Management
4.1,1.773201001,Integrated Mountain Ecosystem Management
4.1,2.167914577,Unknown
3.6,3.542791884,Unknown
3.2,1.147790022,Integrated Mountain Ecosystem Management
3.9,2.168479532,Unknown
3.6,3.28171927,Unknown
3.2,1.494776676,Integrated Mountain Ecosystem Management
3.3,1.096416558,Integrated Mountain Ecosystem Management
3.8,1.773609893,Integrated Mountain Ecosystem Management
3.4,2.198022767,Unknown
3.6,3.23425751,Unknown
3.4,0.012043915,High-Altitude Glacier Protection
3.3,3.61506363,Unknown
3.7,0.2455783,High-Altitude Glacier Protection
3.6,1.248584197,Integrated Mountain Ecosystem Management
3.3,0.602564091,High-Altitude Glacier Protection
3.4,3.53598572,Unknown
3.4,1.610576673,Integrated Mountain Ecosystem Management
3.6,2.829809703,Unknown
3.5,0.587597848,High-Altitude Glacier Protection
3.9,2.511568344,Unknown
3.1,3.077683836,Unknown
1.2,3.324423081,Unknown
1.9,2.331323188,Unknown
2.5,3.056039722,Unknown
2.3,3.329686434,Unknown
1.4,2.724944579,Unknown
2.2,3.551861531,Unknown
1.3,2.324318904,Unknown
1.5,2.691587197,Unknown
1.3,3.348935401,Unknown
1.4,2.920914578,Unknown
1.2,3.387755522,Unknown
2.4,2.691578968,Unknown
2.2,2.296206407,Unknown
1.6,0.290776141,High-Altitude Glacier Protection
2.5,0.690887141,High-Altitude Glacier Protection
2.8,1.421236712,Integrated Mountain Ecosystem Management
1.9,0.339355308,High-Altitude Glacier Protection
2.6,1.26828055,Integrated Mountain Ecosystem Management
1.8,2.533200533,Unknown
1.9,0.179987648,High-Altitude Glacier Protection
1.6,2.395972834,Unknown
1.4,0.253428072,High-Altitude Glacier Protection
2.6,3.137464155,Unknown
1.3,0.617997535,High-Altitude Glacier Protection
2.3,1.245040845,Integrated Mountain Ecosystem Management
2.3,2.000715679,Unknown
1.3,3.059489783,Unknown
2.8,2.75588299,Unknown
2.2,0.530105073,High-Altitude Glacier Protection
1.3,0.066314414,High-Altitude Glacier Protection
1.4,1.569739557,Integrated Mountain Ecosystem Management
2.2,1.824986083,Integrated Mountain Ecosystem Management
1.5,0.402387225,High-Altitude Glacier Protection
2.1,1.649408245,Integrated Mountain Ecosystem Management
2.3,3.035999884,Unknown
2.6,3.553503798,Unknown
2.2,3.651539361,Unknown
1.7,1.121073772,Integrated Mountain Ecosystem Management
1.3,2.572525893,Unknown
1.2,3.340877698,Unknown
2.8,3.473851344,Unknown
1.4,2.734680216,Unknown
2.7,0.519631831,High-Altitude Glacier Protection
1.9,1.526368494,Integrated Mountain Ecosystem Management
2.8,0.139653179,High-Altitude Glacier Protection
1.9,2.070594626,Unknown
2.4,2.193397522,Unknown
1.9,0.505652689,High-Altitude Glacier Protection
1.3,2.315694725,Unknown
1.2,3.150387262,Unknown
1.4,2.572874251,Unknown
2.5,3.402523305,Unknown
1.4,1.73287915,Integrated Mountain Ecosystem Management
2.8,1.660841241,Integrated Mountain Ecosystem Management
2.1,1.456058755,Integrated Mountain Ecosystem Management
1.3,1.287029241,Integrated Mountain Ecosystem Management
2.0,3.459921235,Unknown
1.2,0.687278915,High-Altitude Glacier Protection
2.4,1.70064625,Integrated Mountain Ecosystem Management
1.9,2.741409808,Unknown
1.5,2.938456273,Unknown
1.3,1.400342172,Integrated Mountain Ecosystem Management
2.7,0.583369849,High-Altitude Glacier Protection
2.1,2.319073149,Unknown
2.6,1.220807202,Integrated Mountain Ecosystem Management
2.5,1.581512193,Integrated Mountain Ecosystem Management
2.0,2.326906773,Unknown
1.4,0.711980522,High-Altitude Glacier Protection
1.5,3.614020896,Unknown
1.3,3.413458322,Unknown
2.9,2.391579963,Unknown
2.2,1.05128612,Integrated Mountain Ecosystem Management
1.5,1.159509205,Integrated Mountain Ecosystem Management
1.9,0.354430689,High-Altitude Glacier Protection
1.2,1.559187596,Integrated Mountain Ecosystem Management
2.8,2.823171138,Unknown
2.9,1.88248316,Integrated Mountain Ecosystem Management
1.5,1.160209262,Integrated Mountain Ecosystem Management
1.4,1.217427587,Integrated Mountain Ecosystem Management
2.8,0.363242499,High-Altitude Glacier Protection
1.4,0.829588949,High-Altitude Glacier Protection
2.7,2.8105408,Unknown
1.8,3.32300779,Unknown
2.5,2.437760729,Unknown
1.4,2.53115778,Unknown
2.4,1.118491467,Integrated Mountain Ecosystem Management
1.3,2.252274813,Unknown
2.3,3.240480133,Unknown
1.7,0.972619846,High-Altitude Glacier Protection
1.3,3.299344908,Unknown
1.6,3.521067334,Unknown
1.3,2.195716811,Unknown
2.2,2.895420729,Unknown
1.4,2.49432606,Unknown
1.9,2.685443646,Unknown
2.8,3.204877938,Unknown
2.2,3.518662337,Unknown
-1.9,1.509871143,Unknown
-1.7,1.750333726,Unknown
-2.2,3.298281481,Unknown
-0.3,0.755453516,Unknown
-2.0,3.292334936,Unknown
2.2,1.126425273,Integrated Mountain Ecosystem Management
0.1,0.430381156,High-Altitude Glacier Protection
-1.8,0.614694994,Unknown
1.8,0.257306371,High-Altitude Glacier Protection
2.1,2.24292979,Unknown
-0.3,2.322071644,Unknown
-0.5,3.365142479,Unknown
-2.1,0.444447735,Unknown
-0.6,2.723544558,Unknown
-2.2,0.231325812,Unknown
-2.2,1.49903286,Unknown
-1.6,1.650191319,Unknown
-0.7,1.727937575,Unknown
0.8,1.995430419,Integrated Mountain Ecosystem Management
-0.7,0.115425351,Unknown
1.5,3.178831422,Unknown
1.7,0.114812231,High-Altitude Glacier Protection
0.8,3.369334158,Unknown
-1.7,2.647201417,Unknown
0.9,0.142814083,High-Altitude Glacier Protection
1.4,0.201253855,High-Altitude Glacier Protection
-0.1,2.734703962,Unknown
-1.6,1.226173376,Unknown
2.1,3.291354572,Unknown
1.4,2.238408834,Unknown
-1.7,0.043682649,Unknown
-1.8,0.554338391,Unknown
-2.2,0.406293242,Unknown
0.8,1.950556722,Integrated Mountain Ecosystem Management
-0.2,3.57447337,Unknown
-2.2,3.613204153,Unknown
0.9,1.380408529,Integrated Mountain Ecosystem Management
-0.2,0.992955238,Unknown
-0.8,1.070690902,Unknown
1.4,3.357463221,Unknown
0.8,3.056736122,Unknown
0.5,2.105127145,Unknown
-1.3,3.64291241,Unknown
0.7,3.125906445,Unknown
-1.4,1.408738269,Unknown
2.2,2.986050247,Unknown
-0.2,3.126057038,Unknown
-1.9,2.616670191,Unknown
1.9,0.713597083,High-Altitude Glacier Protection
-0.5,1.749701742,Unknown
1.3,1.281368195,Integrated Mountain Ecosystem Management
-1.1,1.296502586,Unknown
1.8,3.497227074,Unknown
