air_temp,aerosols,Land_Type
28.4,0.021422201,Heat-Adapted Coastal Ecosystems
28.3,0.089864741,Heat-Adapted Coastal Ecosystems
19.1,1.740361383,Wetland Carbon Sink Restoration
28.3,3.108669665,Urban Air Quality Monitoring Network
20.0,3.053070998,Urban Air Quality Monitoring Network
19.6,2.507697637,Wetland Carbon Sink Restoration
28.0,1.779499628,Heat-Adapted Coastal Ecosystems
27.8,0.449268305,Heat-Adapted Coastal Ecosystems
25.0,1.134223818,Heat-Adapted Coastal Ecosystems
28.5,0.630564668,Heat-Adapted Coastal Ecosystems
29.0,0.458804339,Heat-Adapted Coastal Ecosystems
20.7,3.101950137,Urban Air Quality Monitoring Network
20.9,3.064986261,Urban Air Quality Monitoring Network
23.9,3.443644369,Urban Air Quality Monitoring Network
28.2,1.588966366,Heat-Adapted Coastal Ecosystems
26.6,0.012150865,Heat-Adapted Coastal Ecosystems
24.3,3.509553307,Urban Air Quality Monitoring Network
26.8,3.102373682,Urban Air Quality Monitoring Network
21.1,3.591264892,Urban Air Quality Monitoring Network
23.8,3.37495184,Urban Air Quality Monitoring Network
24.8,3.623377566,Urban Air Quality Monitoring Network
26.3,0.266916402,Heat-Adapted Coastal Ecosystems
28.9,1.091967663,Heat-Adapted Coastal Ecosystems
28.6,1.560199971,Heat-Adapted Coastal Ecosystems
21.3,3.458599165,Urban Air Quality Monitoring Network
29.1,0.932606249,Heat-Adapted Coastal Ecosystems
29.4,1.876761018,Heat-Adapted Coastal Ecosystems
25.4,1.157573605,Heat-Adapted Coastal Ecosystems
19.9,1.631297764,Wetland Carbon Sink Restoration
24.8,3.575613196,Urban Air Quality Monitoring Network
27.3,1.740828214,Heat-Adapted Coastal Ecosystems
22.7,3.294489854,Urban Air Quality Monitoring Network
24.5,3.294897956,Urban Air Quality Monitoring Network
28.6,3.262382147,Urban Air Quality Monitoring Network
19.9,1.726341719,Wetland Carbon Sink Restoration
29.2,1.059949899,Heat-Adapted Coastal Ecosystems
28.5,1.005645552,Heat-Adapted Coastal Ecosystems
19.8,2.291046163,Wetland Carbon Sink Restoration
28.4,1.747883889,Heat-Adapted Coastal Ecosystems
29.1,1.236314907,Heat-Adapted Coastal Ecosystems
28.0,0.019246253,Heat-Adapted Coastal Ecosystems
27.7,3.330108305,Urban Air Quality Monitoring Network
26.2,0.132527804,Heat-Adapted Coastal Ecosystems
28.4,0.966701395,Heat-Adapted Coastal Ecosystems
25.1,1.093467258,Heat-Adapted Coastal Ecosystems
20.1,3.075901681,Urban Air Quality Monitoring Network
25.6,0.378362126,Heat-Adapted Coastal Ecosystems
20.6,3.295029008,Urban Air Quality Monitoring Network
28.2,3.42673243,Urban Air Quality Monitoring Network
27.4,0.342735843,Heat-Adapted Coastal Ecosystems
28.9,3.020481131,Urban Air Quality Monitoring Network
26.5,0.326431125,Heat-Adapted Coastal Ecosystems
23.2,3.32189662,Urban Air Quality Monitoring Network
21.6,3.494769276,Urban Air Quality Monitoring Network
21.2,3.617914278,Urban Air Quality Monitoring Network
27.4,0.590917363,Heat-Adapted Coastal Ecosystems
26.6,0.253053472,Heat-Adapted Coastal Ecosystems
29.3,1.617289834,Heat-Adapted Coastal Ecosystems
27.1,0.498287265,Heat-Adapted Coastal Ecosystems
20.0,3.388506142,Urban Air Quality Monitoring Network
27.2,1.553926696,Heat-Adapted Coastal Ecosystems
28.4,1.342895879,Heat-Adapted Coastal Ecosystems
26.8,3.565986382,Urban Air Quality Monitoring Network
20.1,3.631658888,Urban Air Quality Monitoring Network
27.7,0.70794763,Heat-Adapted Coastal Ecosystems
23.9,3.559387066,Urban Air Quality Monitoring Network
27.5,0.844590059,Heat-Adapted Coastal Ecosystems
26.2,1.487870891,Heat-Adapted Coastal Ecosystems
22.3,3.107992632,Urban Air Quality Monitoring Network
27.1,3.312238954,Urban Air Quality Monitoring Network
27.7,0.325733546,Heat-Adapted Coastal Ecosystems
25.2,1.167369484,Heat-Adapted Coastal Ecosystems
25.9,3.580083572,Urban Air Quality Monitoring Network
20.5,3.63244973,Urban Air Quality Monitoring Network
25.4,1.656001063,Heat-Adapted Coastal Ecosystems
27.3,1.508479252,Heat-Adapted Coastal Ecosystems
20.2,3.164625755,Urban Air Quality Monitoring Network
27.3,0.577078263,Heat-Adapted Coastal Ecosystems
22.9,3.136153375,Urban Air Quality Monitoring Network
25.9,1.925898382,Heat-Adapted Coastal Ecosystems
26.1,1.724516863,Heat-Adapted Coastal Ecosystems
27.6,0.842279704,Heat-Adapted Coastal Ecosystems
27.6,1.607394684,Heat-Adapted Coastal Ecosystems
26.9,1.958833967,Heat-Adapted Coastal Ecosystems
26.1,1.45676171,Heat-Adapted Coastal Ecosystems
25.8,1.246169216,Heat-Adapted Coastal Ecosystems
26.6,1.124735223,Heat-Adapted Coastal Ecosystems
27.8,1.816895259,Heat-Adapted Coastal Ecosystems
26.8,0.534613753,Heat-Adapted Coastal Ecosystems
26.7,1.230753896,Heat-Adapted Coastal Ecosystems
25.7,0.659279166,Heat-Adapted Coastal Ecosystems
27.6,0.616808007,Heat-Adapted Coastal Ecosystems
26.6,0.22338984,Heat-Adapted Coastal Ecosystems
27.7,1.266624645,Heat-Adapted Coastal Ecosystems
26.6,3.555792882,Urban Air Quality Monitoring Network
26.8,0.568559935,Heat-Adapted Coastal Ecosystems
23.2,3.188860772,Urban Air Quality Monitoring Network
26.7,0.423992936,Heat-Adapted Coastal Ecosystems
21.7,3.521681473,Urban Air Quality Monitoring Network
19.7,1.168396326,Wetland Carbon Sink Restoration
20.9,3.416417637,Urban Air Quality Monitoring Network
19.9,1.984518547,Wetland Carbon Sink Restoration
23.1,3.351439295,Urban Air Quality Monitoring Network
21.9,3.34717264,Urban Air Quality Monitoring Network
19.7,1.965265983,Wetland Carbon Sink Restoration
22.6,3.58157938,Urban Air Quality Monitoring Network
19.6,2.91086143,Wetland Carbon Sink Restoration
20.5,3.625924538,Urban Air Quality Monitoring Network
19.6,1.634463303,Wetland Carbon Sink Restoration
20.5,3.225521114,Urban Air Quality Monitoring Network
20.8,3.622362478,Urban Air Quality Monitoring Network
19.9,1.182688366,Wetland Carbon Sink Restoration
19.7,1.385927917,Wetland Carbon Sink Restoration
21.4,3.565164949,Urban Air Quality Monitoring Network
20.4,3.606559796,Urban Air Quality Monitoring Network
20.6,3.036019931,Urban Air Quality Monitoring Network
19.7,1.667664164,Wetland Carbon Sink Restoration
29.2,3.123283715,Urban Air Quality Monitoring Network
30.9,0.904207097,Heat-Adapted Coastal Ecosystems
31.9,0.198155643,Heat-Adapted Coastal Ecosystems
31.3,0.914612535,Heat-Adapted Coastal Ecosystems
29.5,0.503533198,Heat-Adapted Coastal Ecosystems
30.9,1.834887407,Heat-Adapted Coastal Ecosystems
30.2,0.631886883,Heat-Adapted Coastal Ecosystems
28.2,3.070225945,Urban Air Quality Monitoring Network
28.1,3.646991355,Urban Air Quality Monitoring Network
30.6,1.847649382,Heat-Adapted Coastal Ecosystems
31.9,3.131768226,Green Agriculture Initiatives
31.2,1.942443003,Heat-Adapted Coastal Ecosystems
30.0,3.154374322,Green Agriculture Initiatives
29.4,0.358501277,Heat-Adapted Coastal Ecosystems
26.9,3.133409528,Urban Air Quality Monitoring Network
31.8,1.667576057,Heat-Adapted Coastal Ecosystems
26.3,0.062344624,Heat-Adapted Coastal Ecosystems
28.7,3.26931618,Urban Air Quality Monitoring Network
31.5,3.60489426,Green Agriculture Initiatives
30.6,3.636699428,Green Agriculture Initiatives
28.9,3.438613649,Urban Air Quality Monitoring Network
22.8,3.523574833,Urban Air Quality Monitoring Network
31.6,1.424977604,Heat-Adapted Coastal Ecosystems
25.7,1.755109134,Heat-Adapted Coastal Ecosystems
28.4,0.812034268,Heat-Adapted Coastal Ecosystems
22.3,3.30946746,Urban Air Quality Monitoring Network
31.7,0.923863462,Heat-Adapted Coastal Ecosystems
25.2,3.069791173,Urban Air Quality Monitoring Network
22.2,3.260846078,Urban Air Quality Monitoring Network
31.7,0.825954833,Heat-Adapted Coastal Ecosystems
26.8,3.212024637,Urban Air Quality Monitoring Network
30.4,0.191777092,Heat-Adapted Coastal Ecosystems
31.8,0.444385715,Heat-Adapted Coastal Ecosystems
30.8,3.593354903,Green Agriculture Initiatives
22.2,3.491544764,Urban Air Quality Monitoring Network
30.3,0.051106836,Heat-Adapted Coastal Ecosystems
21.9,3.125098761,Urban Air Quality Monitoring Network
21.4,3.08239165,Urban Air Quality Monitoring Network
28.9,1.394159617,Heat-Adapted Coastal Ecosystems
22.9,3.275581441,Urban Air Quality Monitoring Network
29.0,1.104130571,Heat-Adapted Coastal Ecosystems
29.1,0.504764652,Heat-Adapted Coastal Ecosystems
31.7,3.554835164,Green Agriculture Initiatives
25.4,1.750446097,Heat-Adapted Coastal Ecosystems
26.7,0.821075826,Heat-Adapted Coastal Ecosystems
28.9,0.136911947,Heat-Adapted Coastal Ecosystems
27.0,1.04790841,Heat-Adapted Coastal Ecosystems
28.7,3.345219448,Urban Air Quality Monitoring Network
28.0,0.806163337,Heat-Adapted Coastal Ecosystems
29.2,0.055935204,Heat-Adapted Coastal Ecosystems
28.7,0.7870586,Heat-Adapted Coastal Ecosystems
28.4,3.161480998,Urban Air Quality Monitoring Network
26.9,0.689076144,Heat-Adapted Coastal Ecosystems
24.2,3.140488543,Urban Air Quality Monitoring Network
27.8,3.585495104,Urban Air Quality Monitoring Network
25.7,1.986133716,Heat-Adapted Coastal Ecosystems
26.5,0.019930006,Heat-Adapted Coastal Ecosystems
25.8,0.531549798,Heat-Adapted Coastal Ecosystems
27.1,0.314863031,Heat-Adapted Coastal Ecosystems
23.9,3.527303624,Urban Air Quality Monitoring Network
29.7,1.870311109,Heat-Adapted Coastal Ecosystems
27.1,3.212576158,Urban Air Quality Monitoring Network
28.7,0.161829849,Heat-Adapted Coastal Ecosystems
26.6,1.292898309,Heat-Adapted Coastal Ecosystems
26.1,1.20830153,Heat-Adapted Coastal Ecosystems
27.1,3.500739026,Urban Air Quality Monitoring Network
28.2,3.43906675,Urban Air Quality Monitoring Network
28.7,3.138888715,Urban Air Quality Monitoring Network
28.4,3.015669625,Urban Air Quality Monitoring Network
23.8,3.483811573,Urban Air Quality Monitoring Network
27.3,1.319950503,Heat-Adapted Coastal Ecosystems
28.6,1.661647249,Heat-Adapted Coastal Ecosystems
27.4,1.800366467,Heat-Adapted Coastal Ecosystems
24.6,3.454765883,Urban Air Quality Monitoring Network
26.9,0.720145356,Heat-Adapted Coastal Ecosystems
26.7,3.409331104,Urban Air Quality Monitoring Network
29.2,1.916830577,Heat-Adapted Coastal Ecosystems
24.3,3.545026673,Urban Air Quality Monitoring Network
26.7,0.19681342,Heat-Adapted Coastal Ecosystems
26.9,3.532300251,Urban Air Quality Monitoring Network
29.2,3.582502116,Urban Air Quality Monitoring Network
26.8,0.07307672,Heat-Adapted Coastal Ecosystems
25.2,0.469897333,Heat-Adapted Coastal Ecosystems
26.5,1.433847684,Heat-Adapted Coastal Ecosystems
25.6,1.86641517,Heat-Adapted Coastal Ecosystems
27.2,1.929275052,Heat-Adapted Coastal Ecosystems
23.9,3.173918623,Urban Air Quality Monitoring Network
27.3,0.707198705,Heat-Adapted Coastal Ecosystems
27.5,1.044034469,Heat-Adapted Coastal Ecosystems
28.0,1.270237661,Heat-Adapted Coastal Ecosystems
25.1,1.563975716,Heat-Adapted Coastal Ecosystems
24.0,3.170150643,Urban Air Quality Monitoring Network
27.7,0.371023803,Heat-Adapted Coastal Ecosystems
26.3,1.9976862,Heat-Adapted Coastal Ecosystems
25.3,0.729230467,Heat-Adapted Coastal Ecosystems
33.5,3.316953141,Green Agriculture Initiatives
23.9,3.336550781,Urban Air Quality Monitoring Network
32.5,0.505793918,Heat-Adapted Coastal Ecosystems
32.7,3.230787979,Green Agriculture Initiatives
25.0,1.441575883,Heat-Adapted Coastal Ecosystems
25.2,1.047048789,Heat-Adapted Coastal Ecosystems
26.2,0.15828765,Heat-Adapted Coastal Ecosystems
25.1,1.479636326,Heat-Adapted Coastal Ecosystems
24.7,3.522551036,Urban Air Quality Monitoring Network
28.4,1.194386509,Heat-Adapted Coastal Ecosystems
25.1,0.639992478,Heat-Adapted Coastal Ecosystems
28.7,0.542872445,Heat-Adapted Coastal Ecosystems
31.5,1.163756313,Heat-Adapted Coastal Ecosystems
25.1,0.193640676,Heat-Adapted Coastal Ecosystems
32.4,0.334361284,Heat-Adapted Coastal Ecosystems
23.8,3.102233502,Urban Air Quality Monitoring Network
33.6,0.409426614,Heat-Adapted Coastal Ecosystems
25.8,3.379697065,Urban Air Quality Monitoring Network
29.7,1.181081067,Heat-Adapted Coastal Ecosystems
31.7,1.602337406,Heat-Adapted Coastal Ecosystems
26.4,3.560122951,Urban Air Quality Monitoring Network
26.1,0.762906742,Heat-Adapted Coastal Ecosystems
32.2,3.292408446,Green Agriculture Initiatives
26.2,3.168507223,Urban Air Quality Monitoring Network
31.9,0.867185437,Heat-Adapted Coastal Ecosystems
23.8,3.50283011,Urban Air Quality Monitoring Network
29.2,0.793123788,Heat-Adapted Coastal Ecosystems
30.2,3.457006777,Green Agriculture Initiatives
33.4,1.366088451,Heat-Adapted Coastal Ecosystems
25.1,1.100775559,Heat-Adapted Coastal Ecosystems
25.4,1.320526301,Heat-Adapted Coastal Ecosystems
25.0,3.364228861,Urban Air Quality Monitoring Network
27.4,1.566740439,Heat-Adapted Coastal Ecosystems
26.7,0.27137399,Heat-Adapted Coastal Ecosystems
31.8,3.524084541,Green Agriculture Initiatives
32.8,1.83410515,Heat-Adapted Coastal Ecosystems
33.3,1.943672598,Heat-Adapted Coastal Ecosystems
31.6,0.394358065,Heat-Adapted Coastal Ecosystems
32.7,0.156559494,Heat-Adapted Coastal Ecosystems
24.6,3.098977275,Urban Air Quality Monitoring Network
28.7,1.597999739,Heat-Adapted Coastal Ecosystems
24.8,3.357287536,Urban Air Quality Monitoring Network
25.0,0.230378445,Heat-Adapted Coastal Ecosystems
29.1,0.763737077,Heat-Adapted Coastal Ecosystems
33.6,3.389587426,Green Agriculture Initiatives
32.3,0.904442531,Heat-Adapted Coastal Ecosystems
25.2,1.048003842,Heat-Adapted Coastal Ecosystems
32.4,0.601377498,Heat-Adapted Coastal Ecosystems
33.5,0.763003293,Heat-Adapted Coastal Ecosystems
32.8,0.26580062,Heat-Adapted Coastal Ecosystems
25.1,0.915162407,Heat-Adapted Coastal Ecosystems
32.8,1.980677562,Heat-Adapted Coastal Ecosystems
33.3,3.093638159,Green Agriculture Initiatives
25.0,1.150375804,Heat-Adapted Coastal Ecosystems
26.9,1.798202747,Heat-Adapted Coastal Ecosystems
24.8,3.643030551,Urban Air Quality Monitoring Network
31.2,1.539171122,Heat-Adapted Coastal Ecosystems
23.8,3.423079275,Urban Air Quality Monitoring Network
25.9,1.726045676,Heat-Adapted Coastal Ecosystems
32.7,0.613172365,Heat-Adapted Coastal Ecosystems
26.5,0.959182172,Heat-Adapted Coastal Ecosystems
25.3,0.21552041,Heat-Adapted Coastal Ecosystems
34.6,1.169354705,Heat-Adapted Coastal Ecosystems
27.1,1.543000807,Heat-Adapted Coastal Ecosystems
30.7,1.942998024,Heat-Adapted Coastal Ecosystems
31.1,3.363689261,Green Agriculture Initiatives
31.0,0.417524476,Heat-Adapted Coastal Ecosystems
26.1,0.199398997,Heat-Adapted Coastal Ecosystems
26.8,1.687432485,Heat-Adapted Coastal Ecosystems
29.6,0.907939936,Heat-Adapted Coastal Ecosystems
30.7,3.161539128,Green Agriculture Initiatives
27.9,0.702709677,Heat-Adapted Coastal Ecosystems
24.7,3.059362714,Urban Air Quality Monitoring Network
31.2,1.602746585,Heat-Adapted Coastal Ecosystems
28.4,3.289063581,Urban Air Quality Monitoring Network
28.4,0.768139434,Heat-Adapted Coastal Ecosystems
30.2,1.325627445,Heat-Adapted Coastal Ecosystems
29.9,3.241991119,Urban Air Quality Monitoring Network
26.3,1.754461294,Heat-Adapted Coastal Ecosystems
30.4,0.454699959,Heat-Adapted Coastal Ecosystems
32.2,0.774486115,Heat-Adapted Coastal Ecosystems
27.6,0.850141209,Heat-Adapted Coastal Ecosystems
26.3,0.114442071,Heat-Adapted Coastal Ecosystems
26.3,1.72672752,Heat-Adapted Coastal Ecosystems
26.7,0.0153124,Heat-Adapted Coastal Ecosystems
25.6,1.390332469,Heat-Adapted Coastal Ecosystems
27.6,0.594670896,Heat-Adapted Coastal Ecosystems
33.3,1.841394242,Heat-Adapted Coastal Ecosystems
26.3,3.229237175,Urban Air Quality Monitoring Network
31.7,1.398376702,Heat-Adapted Coastal Ecosystems
25.6,3.559588086,Urban Air Quality Monitoring Network
24.4,3.579829851,Urban Air Quality Monitoring Network
27.0,1.42320164,Heat-Adapted Coastal Ecosystems
27.4,3.034277884,Urban Air Quality Monitoring Network
28.5,0.030407923,Heat-Adapted Coastal Ecosystems
28.2,1.9587854,Heat-Adapted Coastal Ecosystems
31.2,3.34501003,Green Agriculture Initiatives
27.3,0.812609739,Heat-Adapted Coastal Ecosystems
24.7,3.342577126,Urban Air Quality Monitoring Network
25.4,3.531312483,Urban Air Quality Monitoring Network
34.0,3.485180641,Green Agriculture Initiatives
28.1,1.671268692,Heat-Adapted Coastal Ecosystems
31.1,3.026917804,Green Agriculture Initiatives
26.5,0.621333002,Heat-Adapted Coastal Ecosystems
33.2,1.590550432,Heat-Adapted Coastal Ecosystems
32.2,1.858332744,Heat-Adapted Coastal Ecosystems
25.1,0.785572723,Heat-Adapted Coastal Ecosystems
27.7,3.533319748,Urban Air Quality Monitoring Network
28.8,0.187654885,Heat-Adapted Coastal Ecosystems
26.3,0.446105922,Heat-Adapted Coastal Ecosystems
25.4,1.054071671,Heat-Adapted Coastal Ecosystems
29.8,3.225045342,Urban Air Quality Monitoring Network
26.1,3.052320674,Urban Air Quality Monitoring Network
32.4,3.498927055,Green Agriculture Initiatives
25.2,3.001268008,Urban Air Quality Monitoring Network
29.6,1.393766279,Heat-Adapted Coastal Ecosystems
27.1,0.887142333,Heat-Adapted Coastal Ecosystems
28.9,0.16433379,Heat-Adapted Coastal Ecosystems
25.4,1.921447404,Heat-Adapted Coastal Ecosystems
30.3,3.515387685,Green Agriculture Initiatives
31.2,0.688320039,Heat-Adapted Coastal Ecosystems
27.3,1.508155965,Heat-Adapted Coastal Ecosystems
29.2,1.537048922,Heat-Adapted Coastal Ecosystems
27.2,3.243301271,Urban Air Quality Monitoring Network
34.2,1.904977041,Heat-Adapted Coastal Ecosystems
33.7,3.519832874,Green Agriculture Initiatives
26.3,1.760483914,Heat-Adapted Coastal Ecosystems
27.1,3.246182608,Urban Air Quality Monitoring Network
26.4,1.763391887,Heat-Adapted Coastal Ecosystems
27.1,0.323388552,Heat-Adapted Coastal Ecosystems
26.7,1.193204087,Heat-Adapted Coastal Ecosystems
26.5,1.016205687,Heat-Adapted Coastal Ecosystems
29.8,1.038053128,Heat-Adapted Coastal Ecosystems
27.7,1.51028841,Heat-Adapted Coastal Ecosystems
28.4,3.619081617,Urban Air Quality Monitoring Network
26.3,0.71006528,Heat-Adapted Coastal Ecosystems
33.5,0.82754902,Heat-Adapted Coastal Ecosystems
31.7,0.758314181,Heat-Adapted Coastal Ecosystems
27.1,0.983341801,Heat-Adapted Coastal Ecosystems
27.5,0.63669146,Heat-Adapted Coastal Ecosystems
26.3,3.522517987,Urban Air Quality Monitoring Network
26.3,3.293674729,Urban Air Quality Monitoring Network
27.9,1.722573077,Heat-Adapted Coastal Ecosystems
26.7,0.652126574,Heat-Adapted Coastal Ecosystems
26.9,1.905239439,Heat-Adapted Coastal Ecosystems
31.7,1.754974801,Heat-Adapted Coastal Ecosystems
26.4,0.011529625,Heat-Adapted Coastal Ecosystems
26.4,0.416677208,Heat-Adapted Coastal Ecosystems
27.2,0.396638921,Heat-Adapted Coastal Ecosystems
26.6,3.12123697,Urban Air Quality Monitoring Network
28.1,0.168530192,Heat-Adapted Coastal Ecosystems
32.2,1.39376591,Heat-Adapted Coastal Ecosystems
26.6,1.634978703,Heat-Adapted Coastal Ecosystems
26.3,0.939057155,Heat-Adapted Coastal Ecosystems
28.8,0.915271689,Heat-Adapted Coastal Ecosystems
28.6,1.405737395,Heat-Adapted Coastal Ecosystems
26.4,0.642952043,Heat-Adapted Coastal Ecosystems
28.8,0.566701852,Heat-Adapted Coastal Ecosystems
33.4,0.528208596,Heat-Adapted Coastal Ecosystems
33.4,1.878461563,Heat-Adapted Coastal Ecosystems
27.2,0.600357011,Heat-Adapted Coastal Ecosystems
26.4,1.063824939,Heat-Adapted Coastal Ecosystems
31.0,0.995449587,Heat-Adapted Coastal Ecosystems
26.3,1.724569445,Heat-Adapted Coastal Ecosystems
29.2,0.745500362,Heat-Adapted Coastal Ecosystems
27.1,1.564399616,Heat-Adapted Coastal Ecosystems
26.9,3.570430076,Urban Air Quality Monitoring Network
30.1,3.309979462,Green Agriculture Initiatives
26.3,0.612598911,Heat-Adapted Coastal Ecosystems
26.4,3.557275734,Urban Air Quality Monitoring Network
30.6,0.828533241,Heat-Adapted Coastal Ecosystems
32.3,3.524301573,Green Agriculture Initiatives
26.3,0.92221774,Heat-Adapted Coastal Ecosystems
30.6,1.480393642,Heat-Adapted Coastal Ecosystems
26.4,1.45439718,Heat-Adapted Coastal Ecosystems
26.6,0.650586912,Heat-Adapted Coastal Ecosystems
30.6,1.907628243,Heat-Adapted Coastal Ecosystems
28.6,1.628932339,Heat-Adapted Coastal Ecosystems
32.7,1.204016708,Heat-Adapted Coastal Ecosystems
26.9,3.457449005,Urban Air Quality Monitoring Network
28.6,1.823369006,Heat-Adapted Coastal Ecosystems
26.2,1.237948115,Heat-Adapted Coastal Ecosystems
26.6,1.185879153,Heat-Adapted Coastal Ecosystems
33.1,0.328614607,Heat-Adapted Coastal Ecosystems
31.7,3.467977408,Green Agriculture Initiatives
26.3,0.256971504,Heat-Adapted Coastal Ecosystems
33.4,1.42179326,Heat-Adapted Coastal Ecosystems
26.2,3.431329225,Urban Air Quality Monitoring Network
26.6,0.31338461,Heat-Adapted Coastal Ecosystems
26.3,1.864673786,Heat-Adapted Coastal Ecosystems
28.3,3.611470767,Urban Air Quality Monitoring Network
29.1,1.16363203,Heat-Adapted Coastal Ecosystems
28.7,3.561940228,Urban Air Quality Monitoring Network
32.6,0.364606574,Heat-Adapted Coastal Ecosystems
26.3,0.522512003,Heat-Adapted Coastal Ecosystems
29.0,1.388461646,Heat-Adapted Coastal Ecosystems
22.9,3.623087951,Urban Air Quality Monitoring Network
25.8,3.233324008,Urban Air Quality Monitoring Network
25.1,0.367611508,Heat-Adapted Coastal Ecosystems
29.4,1.190450376,Heat-Adapted Coastal Ecosystems
30.3,0.495557163,Heat-Adapted Coastal Ecosystems
30.6,3.340428996,Green Agriculture Initiatives
25.8,1.639597811,Heat-Adapted Coastal Ecosystems
28.9,1.565401445,Heat-Adapted Coastal Ecosystems
28.5,1.766422267,Heat-Adapted Coastal Ecosystems
27.1,1.191025951,Heat-Adapted Coastal Ecosystems
23.5,3.018553532,Urban Air Quality Monitoring Network
23.1,3.424291287,Urban Air Quality Monitoring Network
24.3,3.136594566,Urban Air Quality Monitoring Network
29.1,1.745469078,Heat-Adapted Coastal Ecosystems
23.2,3.42462216,Urban Air Quality Monitoring Network
25.7,3.375668085,Urban Air Quality Monitoring Network
28.6,3.570042657,Urban Air Quality Monitoring Network
28.3,1.499503994,Heat-Adapted Coastal Ecosystems
30.3,0.669954653,Heat-Adapted Coastal Ecosystems
26.7,0.854041114,Heat-Adapted Coastal Ecosystems
31.0,1.170862393,Heat-Adapted Coastal Ecosystems
26.3,1.436862007,Heat-Adapted Coastal Ecosystems
30.7,1.747160445,Heat-Adapted Coastal Ecosystems
26.2,1.583782492,Heat-Adapted Coastal Ecosystems
26.6,0.627536894,Heat-Adapted Coastal Ecosystems
25.4,0.377671303,Heat-Adapted Coastal Ecosystems
28.7,0.230545648,Heat-Adapted Coastal Ecosystems
27.4,0.562779811,Heat-Adapted Coastal Ecosystems
26.1,3.197305577,Urban Air Quality Monitoring Network
27.7,0.028361225,Heat-Adapted Coastal Ecosystems
25.1,1.580411179,Heat-Adapted Coastal Ecosystems
28.6,3.608625955,Urban Air Quality Monitoring Network
30.3,0.977567305,Heat-Adapted Coastal Ecosystems
26.4,1.99839148,Heat-Adapted Coastal Ecosystems
26.9,0.298813387,Heat-Adapted Coastal Ecosystems
25.9,0.600500067,Heat-Adapted Coastal Ecosystems
25.8,3.557640492,Urban Air Quality Monitoring Network
29.0,3.317671394,Urban Air Quality Monitoring Network
26.8,1.236591041,Heat-Adapted Coastal Ecosystems
30.5,1.070667389,Heat-Adapted Coastal Ecosystems
31.0,0.999852782,Heat-Adapted Coastal Ecosystems
25.4,1.903340392,Heat-Adapted Coastal Ecosystems
29.9,0.739209213,Heat-Adapted Coastal Ecosystems
26.8,0.856125449,Heat-Adapted Coastal Ecosystems
29.7,3.5034875,Urban Air Quality Monitoring Network
25.7,3.398954231,Urban Air Quality Monitoring Network
28.4,0.892589405,Heat-Adapted Coastal Ecosystems
28.7,1.424598884,Heat-Adapted Coastal Ecosystems
30.2,1.244723784,Heat-Adapted Coastal Ecosystems
28.6,3.365375238,Urban Air Quality Monitoring Network
27.6,0.768457236,Heat-Adapted Coastal Ecosystems
30.9,1.38896354,Heat-Adapted Coastal Ecosystems
30.7,0.735693647,Heat-Adapted Coastal Ecosystems
28.4,1.868244701,Heat-Adapted Coastal Ecosystems
31.3,3.440764443,Green Agriculture Initiatives
30.2,1.318147487,Heat-Adapted Coastal Ecosystems
22.3,3.439581903,Urban Air Quality Monitoring Network
29.2,1.122538706,Heat-Adapted Coastal Ecosystems
25.3,1.072255398,Heat-Adapted Coastal Ecosystems
23.1,3.421400222,Urban Air Quality Monitoring Network
31.7,1.45948422,Heat-Adapted Coastal Ecosystems
30.6,1.805422506,Heat-Adapted Coastal Ecosystems
25.8,1.227257561,Heat-Adapted Coastal Ecosystems
26.8,0.341322497,Heat-Adapted Coastal Ecosystems
30.7,1.637147455,Heat-Adapted Coastal Ecosystems
22.4,3.132996731,Urban Air Quality Monitoring Network
26.2,1.118795087,Heat-Adapted Coastal Ecosystems
31.1,1.380862545,Heat-Adapted Coastal Ecosystems
28.8,0.738843752,Heat-Adapted Coastal Ecosystems
30.8,3.001693306,Green Agriculture Initiatives
27.5,3.257951789,Urban Air Quality Monitoring Network
25.0,3.15906455,Urban Air Quality Monitoring Network
29.2,1.145862647,Heat-Adapted Coastal Ecosystems
30.7,0.690235056,Heat-Adapted Coastal Ecosystems
22.7,3.000334056,Urban Air Quality Monitoring Network
28.4,3.070711095,Urban Air Quality Monitoring Network
31.3,1.992097567,Heat-Adapted Coastal Ecosystems
29.0,1.418265601,Heat-Adapted Coastal Ecosystems
28.4,0.854153543,Heat-Adapted Coastal Ecosystems
31.7,0.859130476,Heat-Adapted Coastal Ecosystems
22.8,3.40628143,Urban Air Quality Monitoring Network
29.9,1.397058466,Heat-Adapted Coastal Ecosystems
22.1,3.111816182,Urban Air Quality Monitoring Network
30.1,1.361658934,Heat-Adapted Coastal Ecosystems
30.2,3.616940463,Green Agriculture Initiatives
29.6,0.074731831,Heat-Adapted Coastal Ecosystems
29.4,3.030645534,Urban Air Quality Monitoring Network
23.0,3.296775137,Urban Air Quality Monitoring Network
29.8,3.00570926,Urban Air Quality Monitoring Network
30.4,1.682825023,Heat-Adapted Coastal Ecosystems
26.1,3.221900825,Urban Air Quality Monitoring Network
24.8,3.079171244,Urban Air Quality Monitoring Network
19.4,2.26526268,Wetland Carbon Sink Restoration
19.8,2.670014591,Wetland Carbon Sink Restoration
19.7,2.615220495,Wetland Carbon Sink Restoration
29.4,0.835085581,Heat-Adapted Coastal Ecosystems
